Time,O1,H1,L1,C1,V1,O2,H2,L2,C2,V2
2019-01-04 17:26:00 +0800 +08,150.62,150.7,150.57,150.66,24278.04860829999,150.69,150.75,150.69,150.75,19426.825398
2019-01-04 17:27:00 +0800 +08,150.69,150.96,150.65,150.91,26610.669453600003,150.75,150.99,150.75,150.95,20863.262858
2019-01-04 17:28:00 +0800 +08,150.96,151.5,150.91,151.34,19562.805157799998,150.99,151.34,150.99,151.34,15769.729501000002
2019-01-04 17:29:00 +0800 +08,151.35,151.43,151,151,19910.4388196,151.43,151.43,151.12,151.16,32995.186911000004
2019-01-04 17:30:00 +0800 +08,151.03,151.3,151,151.06,15749.613088700005,151.13,151.2,151.13,151.2,17108.675403
2019-01-04 17:31:00 +0800 +08,151.07,151.31,151.07,151.3,15286.756718899998,151.2,151.35,151.2,151.28,13285.984666
2019-01-04 17:32:00 +0800 +08,151.3,151.53,151.3,151.43,15399.796577099998,151.3,151.49,151.3,151.43,24735.641526
2019-01-04 17:33:00 +0800 +08,151.43,151.5,151.27,151.27,26781.8431219,151.41,151.47,151.25,151.32,13679.067708
2019-01-04 17:34:00 +0800 +08,151.27,151.27,151.1,151.18,18699.044799799998,151.26,151.32,151.22,151.22,21623.070683999995
2019-01-04 17:35:00 +0800 +08,151.18,151.5,151.17,151.37,16179.1612425,151.25,151.42,151.2,151.38,7000.256713999999
2019-01-04 17:36:00 +0800 +08,151.42,151.67,151.33,151.39,20823.609273700004,151.39,151.45,151.34,151.39,12631.360913999999
2019-01-04 17:37:00 +0800 +08,151.39,151.48,151.26,151.29,14447.3222365,151.43,151.43,151.32,151.38,16387.752149
2019-01-04 17:38:00 +0800 +08,151.29,151.35,150.87,151.06,24832.141708499996,151.29,151.34,151.02,151.09,15563.225678
2019-01-04 17:39:00 +0800 +08,151.05,151.31,150.6,151.01,16814.339166600002,151.14,151.14,151.01,151.08,27176.663574
2019-01-04 17:40:00 +0800 +08,151.05,151.19,150.94,151,22493.7909199,151.08,151.11,151.08,151.1,13224.601712
2019-01-04 17:41:00 +0800 +08,151,151.04,150.9,150.98,6453.3496509999995,151.08,151.13,151.08,151.08,7819.690276000002
2019-01-04 17:42:00 +0800 +08,150.98,151,150.92,150.98,9620.0392331,151.1,151.16,151.1,151.13,15176.135345000004
2019-01-04 17:43:00 +0800 +08,150.92,150.95,150.84,150.92,13922.668146900001,151.13,151.13,150.96,151.01,9981.513550000003
2019-01-04 17:44:00 +0800 +08,150.88,151.05,150.87,151.02,24377.4105559,151.02,151.22,150.98,151.19,20423.253298999996
2019-01-04 17:45:00 +0800 +08,151,151.2,150.99,151.2,18683.1410281,151.06,151.31,151.06,151.31,20500.848764
2019-01-04 17:46:00 +0800 +08,151.21,151.26,151.1,151.14,17228.491344299997,151.32,151.33,151.18,151.24,10183.154077000003
2019-01-04 17:47:00 +0800 +08,151.13,151.15,151.03,151.06,14936.767058600002,151.21,151.22,151.1,151.18,8356.009319
2019-01-04 17:48:00 +0800 +08,151.08,151.12,151.03,151.1,7721.423330600001,151.19,151.2,151.12,151.2,15590.004929
2019-01-04 17:49:00 +0800 +08,151.06,151.08,150.9,150.9,15572.473825499997,151.18,151.18,150.94,151.01,24227.304634999997
2019-01-04 17:50:00 +0800 +08,150.92,150.96,150.81,150.85,14179.456081799999,151.02,151.02,150.91,150.94,11627.159095
2019-01-04 17:51:00 +0800 +08,150.87,150.87,150.42,150.49,31559.34561279999,150.94,150.94,150.62,150.68,24856.647209000002
2019-01-04 17:52:00 +0800 +08,150.49,150.6,150.45,150.49,22575.6147264,150.77,150.77,150.56,150.68,29216.956982999993
2019-01-04 17:53:00 +0800 +08,150.19,150.47,150.19,150.24,17859.346887199998,150.68,150.68,150.38,150.47,30464.053475
2019-01-04 17:54:00 +0800 +08,150.19,150.24,150.06,150.06,37431.44726739999,150.44,150.44,150.22,150.23,25366.190091999997
2019-01-04 17:55:00 +0800 +08,150.06,150.06,149.41,149.67,39087.02033330001,150.18,150.18,149.53,149.91,27890.056248000015
2019-01-04 17:56:00 +0800 +08,149.7,149.79,149.66,149.79,79597.5634726,149.91,149.99,149.91,149.97,18695.880226999998
2019-01-04 17:57:00 +0800 +08,149.73,149.98,149.73,149.94,21017.163263000002,149.96,150.1,149.93,150.06,29682.986978000008
2019-01-04 17:58:00 +0800 +08,149.94,150.04,149.9,149.99,13275.648610600001,150.04,150.17,149.99,150.06,14656.434417
2019-01-04 17:59:00 +0800 +08,149.99,150.22,149.97,150.2,29609.932119099998,150.19,150.24,150.11,150.24,15533.151279
2019-01-04 18:00:00 +0800 +08,150.17,150.34,150.17,150.29,19741.045765400002,150.19,150.31,150.19,150.26,21788.812289
2019-01-04 18:01:00 +0800 +08,150.29,150.36,150.19,150.26,19548.3100984,150.31,150.37,150.18,150.3,17185.279791999998
2019-01-04 18:02:00 +0800 +08,150.25,150.29,150,150.06,39418.3604811,150.31,150.43,150.1,150.1,19029.753929000002
2019-01-04 18:03:00 +0800 +08,150.09,150.09,149.82,149.94,23261.8250903,150.15,150.16,149.94,150,29640.392996000002
2019-01-04 18:04:00 +0800 +08,149.88,150.02,149.71,149.71,14664.718724200002,149.95,150,149.91,149.91,33469.12894299999
2019-01-04 18:05:00 +0800 +08,149.79,149.88,149.5,149.68,23903.797583800002,149.92,149.97,149.69,149.81,22177.399464000002
2019-01-04 18:06:00 +0800 +08,149.49,149.94,149.49,149.94,23167.083319499994,149.81,150.07,149.81,150.07,23878.895944999997
2019-01-04 18:07:00 +0800 +08,149.9,150.1,149.9,149.94,33347.42999890001,149.96,150.11,149.96,150.09,24049.562464000002
2019-01-04 18:08:00 +0800 +08,149.94,150,149.85,149.92,15367.252944599997,150.09,150.11,149.94,150,17410.525199
2019-01-04 18:09:00 +0800 +08,149.98,150.44,149.95,150.29,36149.5992005,150.05,150.31,150,150.31,23494.067789
2019-01-04 18:10:00 +0800 +08,150.29,150.89,150.2,150.79,19203.857631100007,150.34,150.84,150.33,150.84,28829.743571
2019-01-04 18:11:00 +0800 +08,150.77,150.95,150.77,150.91,19093.796327899996,150.84,150.93,150.8,150.82,23050.942225000003
2019-01-04 18:12:00 +0800 +08,150.87,150.91,150.6,150.66,16525.701419700003,150.88,150.88,150.67,150.72,19841.648455
2019-01-04 18:13:00 +0800 +08,150.66,150.7,150.5,150.56,23157.6862939,150.69,150.74,150.58,150.61,22955.166859999998
2019-01-04 18:14:00 +0800 +08,150.53,150.64,150.53,150.62,20147.063143400002,150.59,150.62,150.55,150.58,5229.677295
2019-01-04 18:15:00 +0800 +08,150.56,150.63,150.53,150.58,16956.0301807,150.62,150.62,150.44,150.59,16285.096781
2019-01-04 18:16:00 +0800 +08,150.58,150.7,150.56,150.65,23120.130965499997,150.59,150.7,150.57,150.63,26487.565708000002
2019-01-04 18:17:00 +0800 +08,150.7,150.96,150.56,150.68,21460.09478779999,150.65,150.7,150.61,150.7,20021.489322999998
2019-01-04 18:18:00 +0800 +08,150.7,150.85,150.66,150.8,28857.8199615,150.69,150.81,150.63,150.78,6837.297760999999
2019-01-04 18:19:00 +0800 +08,150.8,150.8,150.71,150.8,20065.225747599998,150.73,150.8,150.73,150.78,12153.025795000001
2019-01-04 18:20:00 +0800 +08,150.82,150.89,150.66,150.73,19237.673412599997,150.8,150.82,150.7,150.73,20067.256315000002
2019-01-04 18:21:00 +0800 +08,150.7,150.77,150.58,150.59,20811.188096899998,150.73,150.75,150.63,150.63,10139.622839
2019-01-04 18:22:00 +0800 +08,150.58,150.69,150.42,150.47,26470.956095399997,150.7,150.7,150.45,150.45,29626.478892000003
2019-01-04 18:23:00 +0800 +08,150.47,150.5,150.41,150.48,13527.726196500002,150.45,150.51,150.36,150.44,15710.613542
2019-01-04 18:24:00 +0800 +08,150.47,150.52,150.43,150.47,18834.778748699995,150.49,150.54,150.46,150.5,7942.427982000001
2019-01-04 18:25:00 +0800 +08,150.49,150.55,150.42,150.47,10692.2641949,150.51,150.54,150.46,150.54,11940.789134999999
2019-01-04 18:26:00 +0800 +08,150.48,150.74,150.48,150.74,8995.3530671,150.55,150.66,150.52,150.66,9052.481837999998
2019-01-04 18:27:00 +0800 +08,150.67,150.76,150.62,150.69,13896.681649699996,150.66,150.69,150.59,150.69,10650.652991
2019-01-04 18:28:00 +0800 +08,150.66,150.77,150.63,150.75,12645.394660999998,150.69,150.76,150.64,150.75,18485.357828999997
2019-01-04 18:29:00 +0800 +08,150.74,150.98,150.7,150.96,29670.159498500005,150.75,150.9,150.73,150.87,22928.367151999995
2019-01-04 18:30:00 +0800 +08,150.93,151.17,150.91,151.15,31430.8218651,150.89,151.12,150.89,151.08,23368.139325
2019-01-04 18:31:00 +0800 +08,151.15,151.19,151.13,151.19,17589.8735608,151.08,151.2,151.08,151.2,10222.470149
2019-01-04 18:32:00 +0800 +08,151.21,151.25,151.13,151.15,16977.494131199997,151.19,151.24,151.1,151.12,29655.30005
2019-01-04 18:33:00 +0800 +08,151.15,151.24,151.08,151.16,28515.371117899995,151.12,151.23,151.08,151.08,24861.854859
2019-01-04 18:34:00 +0800 +08,151.11,151.15,150.98,151.04,23045.278943899997,151.12,151.12,151,151.06,35472.983832000005
2019-01-04 18:35:00 +0800 +08,151.05,151.1,151,151.07,16556.3573957,151.06,151.08,150.92,151.03,12389.840450999996
2019-01-04 18:36:00 +0800 +08,151.09,151.09,150.87,150.93,15643.090448000003,151.03,151.05,150.85,150.85,14053.589067
2019-01-04 18:37:00 +0800 +08,150.93,150.98,150.87,150.97,24329.858684300005,150.89,150.98,150.89,150.97,14133.859842999998
2019-01-04 18:38:00 +0800 +08,150.92,150.98,150.92,150.97,14103.4813321,150.96,150.99,150.94,150.97,16100.211320999999
2019-01-04 18:39:00 +0800 +08,150.97,150.98,150.55,150.89,9710.5447003,150.94,150.95,150.86,150.86,8472.954684
2019-01-04 18:40:00 +0800 +08,150.88,150.97,150.79,150.97,15108.919276599996,150.88,151,150.83,150.94,31243.688696
2019-01-04 18:41:00 +0800 +08,150.98,151.21,150.98,151.17,18293.012013800002,150.99,151.16,150.99,151.16,22326.785913999996
2019-01-04 18:42:00 +0800 +08,151.24,151.24,150.99,150.99,44987.148055100006,151.12,151.18,151.03,151.03,30815.027274999997
2019-01-04 18:43:00 +0800 +08,151,151,150.9,150.97,209703.77983029996,150.99,151.05,150.94,150.95,20240.144394000003
2019-01-04 18:44:00 +0800 +08,150.95,151,150.91,150.97,22734.67528130001,150.93,150.97,150.9,150.97,16021.375579
2019-01-04 18:45:00 +0800 +08,151,151.22,150.96,151,61944.09088030001,150.91,151.1,150.91,151.03,28302.108783000003
2019-01-04 18:46:00 +0800 +08,151,151.24,150.99,151.1,107036.5330292,151.05,151.22,151.03,151.18,35919.921297999994
2019-01-04 18:47:00 +0800 +08,151.03,151.23,151.03,151.16,21582.800421200005,151.15,151.19,151.03,151.19,14403.728732
2019-01-04 18:48:00 +0800 +08,151.17,151.55,151.1,151.53,27163.320777700003,151.19,151.42,151.12,151.42,25965.708323999996
2019-01-04 18:49:00 +0800 +08,151.5,151.75,151.5,151.74,25322.238004100003,151.47,151.67,151.47,151.62,24377.515820999997
2019-01-04 18:50:00 +0800 +08,151.75,151.9,151.7,151.73,44294.9757118,151.72,151.82,151.66,151.69,20747.866889
2019-01-04 18:51:00 +0800 +08,151.75,151.77,151.34,151.5,32532.405758600005,151.69,151.7,151.52,151.6,27587.084744999993
2019-01-04 18:52:00 +0800 +08,151.5,151.5,151.41,151.41,9241.053799100002,151.6,151.6,151.57,151.58,7579.809854999999
2019-01-04 18:53:00 +0800 +08,151.4,151.44,151.3,151.44,25934.038365599998,151.58,151.68,151.55,151.68,15697.744936000003
2019-01-04 18:54:00 +0800 +08,151.43,151.5,151.41,151.48,14078.936865199998,151.68,151.68,151.47,151.56,8897.227544999998
2019-01-04 18:55:00 +0800 +08,151.5,151.61,151.48,151.61,16675.9683087,151.56,151.8,151.56,151.8,10372.455214999998
2019-01-04 18:56:00 +0800 +08,151.62,151.72,151.54,151.63,12718.978191999999,151.8,151.88,151.7,151.72,15632.473633000001
2019-01-04 18:57:00 +0800 +08,151.58,151.7,151.58,151.67,19918.225296,151.68,151.81,151.68,151.75,11480.830341
2019-01-04 18:58:00 +0800 +08,151.65,151.68,151.63,151.67,22132.091018099993,151.78,151.79,151.7,151.71,9115.216056000001
2019-01-04 18:59:00 +0800 +08,151.66,151.82,151.66,151.78,22664.741523599994,151.75,151.83,151.74,151.83,11606.821861
2019-01-04 19:00:00 +0800 +08,151.8,151.85,151.77,151.82,15750.5286348,151.81,151.87,151.8,151.85,12281.470808000002
2019-01-04 19:01:00 +0800 +08,151.85,151.99,151.81,151.82,32645.637377199997,151.84,151.94,151.84,151.91,17107.518038
2019-01-04 19:02:00 +0800 +08,151.82,151.85,151.5,151.62,28363.151889399996,151.91,151.91,151.74,151.76,18298.202282000002
2019-01-04 19:03:00 +0800 +08,151.6,151.61,151.42,151.49,27132.4201273,151.75,151.75,151.52,151.64,16224.577689
2019-01-04 19:04:00 +0800 +08,151.48,151.48,151.1,151.23,14055.4661739,151.56,151.58,151.31,151.32,20432.290748
2019-01-04 19:05:00 +0800 +08,151.23,151.41,151.2,151.32,22576.491902800008,151.26,151.47,151.19,151.42,10536.797643
2019-01-04 19:06:00 +0800 +08,151.28,151.4,151.28,151.3,34637.18427609999,151.41,151.49,151.34,151.41,11244.381688000001
2019-01-04 19:07:00 +0800 +08,151.26,151.3,151.11,151.13,36220.579739299996,151.41,151.41,151.15,151.15,29366.226143
2019-01-04 19:08:00 +0800 +08,151.13,151.22,151.1,151.19,27503.4326784,151.16,151.29,151.16,151.24,9904.826743999998
2019-01-04 19:09:00 +0800 +08,151.14,151.27,151.14,151.2,31998.612949300004,151.25,151.37,151.24,151.34,22784.751399999994
2019-01-04 19:10:00 +0800 +08,151.24,151.24,151,151.03,25956.0539026,151.31,151.31,151.15,151.16,11547.980709
2019-01-04 19:11:00 +0800 +08,151.02,151.1,151.02,151.05,38397.670205500006,151.19,151.22,151.13,151.2,30357.576576000003
2019-01-04 19:12:00 +0800 +08,151.05,151.08,150.96,150.98,32065.7825754,151.2,151.2,151.12,151.13,11421.010302000002
2019-01-04 19:13:00 +0800 +08,150.95,151.45,150.95,151.43,32055.482801100003,151.14,151.51,151.12,151.49,23811.524389
2019-01-04 19:14:00 +0800 +08,151.44,151.45,151.34,151.39,35108.9356766,151.5,151.51,151.28,151.44,14266.306713
2019-01-04 19:15:00 +0800 +08,151.38,151.42,151.38,151.4,18636.9362689,151.44,151.54,151.4,151.54,10361.010640000002
2019-01-04 19:16:00 +0800 +08,151.4,151.45,151.39,151.44,31988.243931299996,151.5,151.57,151.5,151.53,25984.797435
2019-01-04 19:17:00 +0800 +08,151.41,151.49,151.4,151.46,28564.271624500005,151.55,151.59,151.53,151.57,9728.383872
2019-01-04 19:18:00 +0800 +08,151.5,151.59,151.49,151.57,17761.0028041,151.63,151.73,151.63,151.73,5337.369182
2019-01-04 19:19:00 +0800 +08,151.57,151.6,151.5,151.6,129038.84345930001,151.75,151.9,151.75,151.82,9085.137406999998
2019-01-04 19:20:00 +0800 +08,151.56,151.65,151.56,151.59,42374.64799009998,151.82,151.82,151.71,151.74,13954.354764000003
2019-01-04 19:21:00 +0800 +08,151.58,151.65,151.57,151.64,44050.30921869998,151.74,151.82,151.69,151.82,25490.391681
2019-01-04 19:22:00 +0800 +08,151.62,151.7,151.62,151.7,12883.292102299996,151.81,151.85,151.76,151.84,8643.477588
2019-01-04 19:23:00 +0800 +08,151.69,151.87,151.67,151.85,21088.969104100004,151.84,151.97,151.84,151.88,5919.703485999999
2019-01-04 19:24:00 +0800 +08,151.78,151.81,151.65,151.66,18413.8347906,151.91,151.97,151.8,151.83,11828.015516000001
2019-01-04 19:25:00 +0800 +08,151.66,151.66,151.45,151.59,31017.9132119,151.82,151.82,151.66,151.74,16602.06199
2019-01-04 19:26:00 +0800 +08,151.57,151.63,151.57,151.59,10844.114517400003,151.75,151.82,151.7,151.76,11110.805215999999
2019-01-04 19:27:00 +0800 +08,151.58,151.59,151.35,151.4,9756.486787899998,151.75,151.75,151.54,151.59,16120.865600999998
2019-01-04 19:28:00 +0800 +08,151.4,151.42,151.16,151.3,28041.4198929,151.63,151.63,151.44,151.47,9201.046925
2019-01-04 19:29:00 +0800 +08,151.3,151.33,151.15,151.2,25473.7232014,151.43,151.47,151.36,151.36,21085.698252000002
2019-01-04 19:30:00 +0800 +08,151.25,151.29,151.17,151.22,13767.8153201,151.37,151.38,151.31,151.38,15689.541914
2019-01-04 19:31:00 +0800 +08,151.17,151.3,151.17,151.19,15135.321350799997,151.38,151.44,151.34,151.34,13924.983751999998
2019-01-04 19:32:00 +0800 +08,151.19,151.19,150.79,151.06,17545.1149063,151.34,151.41,151.13,151.24,28676.690520999997
2019-01-04 19:33:00 +0800 +08,151.06,151.09,150.84,150.87,25983.618326500004,151.21,151.24,150.98,151.06,31538.988367
2019-01-04 19:34:00 +0800 +08,150.84,150.93,150.76,150.91,27626.309476699997,151.01,151.12,150.95,151.11,33345.50335399999
2019-01-04 19:35:00 +0800 +08,150.87,150.94,150.81,150.88,15670.8864764,151.06,151.06,151.03,151.03,28491.873059999998
2019-01-04 19:36:00 +0800 +08,150.85,151.08,150.82,151,25365.812444699997,151.06,151.25,151.01,151.16,16636.618227
2019-01-04 19:37:00 +0800 +08,151.01,151.04,150.94,150.99,52354.21664989999,151.19,151.28,151.11,151.12,11793.765276000004
2019-01-04 19:38:00 +0800 +08,151.01,151.02,150.95,150.97,6690.866761300002,151.13,151.13,151.02,151.12,10693.997747
2019-01-04 19:39:00 +0800 +08,150.96,151.16,150.95,151.06,22037.2341867,151.12,151.31,151.07,151.26,21533.539395999996
2019-01-04 19:40:00 +0800 +08,151.08,151.2,151,151.12,21072.738629299998,151.24,151.28,151.22,151.23,9878.460534
2019-01-04 19:41:00 +0800 +08,151.12,151.12,150.97,151.05,9234.771592299998,151.25,151.32,151.09,151.11,20329.894737000002
2019-01-04 19:42:00 +0800 +08,151.03,151.13,150.98,151.09,15174.527917400002,151.16,151.25,151.13,151.22,13791.467875
2019-01-04 19:43:00 +0800 +08,151.07,151.07,150.96,150.97,10159.138476999999,151.22,151.22,151.11,151.12,10930.264494
2019-01-04 19:44:00 +0800 +08,150.98,151.04,150.87,150.94,19097.151697799993,151.1,151.15,151.04,151.07,23079.452172999998
2019-01-04 19:45:00 +0800 +08,150.9,150.91,150.82,150.85,21453.9779282,151.07,151.07,150.92,150.92,21109.502410000005
2019-01-04 19:46:00 +0800 +08,150.85,150.89,150.7,150.78,33667.7273284,150.84,150.89,150.84,150.88,23570.983295
2019-01-04 19:47:00 +0800 +08,150.78,150.81,150.78,150.81,7837.953236000001,150.88,150.9,150.88,150.89,6086.425141
2019-01-04 19:48:00 +0800 +08,150.83,150.93,150.82,150.93,15037.642925700004,150.89,150.94,150.89,150.93,12656.497496000002
2019-01-04 19:49:00 +0800 +08,150.89,150.89,150.51,150.57,44528.894459399984,150.85,150.94,150.66,150.66,12971.084250999998
2019-01-04 19:50:00 +0800 +08,150.55,150.6,150.26,150.34,17943.7038173,150.7,150.7,150.38,150.44,25348.766695
2019-01-04 19:51:00 +0800 +08,150.36,150.36,150,150.18,27303.883063600002,150.5,150.5,150.23,150.29,28350.458225
2019-01-04 19:52:00 +0800 +08,150.21,150.43,150.17,150.36,23320.376895600002,150.31,150.5,150.24,150.34,38789.32256399999
2019-01-04 19:53:00 +0800 +08,150.34,150.39,150.23,150.37,21356.205651500008,150.34,150.49,150.17,150.31,15019.292736999996
2019-01-04 19:54:00 +0800 +08,150.36,150.36,150.11,150.25,33643.394679900004,150.32,150.42,150.28,150.28,20112.765029000002
2019-01-04 19:55:00 +0800 +08,150.25,150.27,150.17,150.22,21084.2717989,150.28,150.36,150.25,150.25,10241.74949
2019-01-04 19:56:00 +0800 +08,150.23,150.23,150.17,150.22,12115.812225599999,150.25,150.25,150.17,150.19,11891.4958
2019-01-04 19:57:00 +0800 +08,150.22,150.71,150.18,150.52,18272.770967700002,150.25,150.5,150.23,150.5,23552.799520000004
2019-01-04 19:58:00 +0800 +08,150.52,150.55,150.18,150.19,13522.183803599999,150.51,150.57,150.17,150.28,18142.337057973218
2019-01-04 19:59:00 +0800 +08,150.18,150.18,149.5,149.5,30433.39417320001,150.22,150.22,149.69,149.69,29335.865111
2019-01-04 20:00:00 +0800 +08,149.52,149.58,149.25,149.34,51380.82597010001,149.68,149.7,149.39,149.49,25318.274545
2019-01-04 20:01:00 +0800 +08,149.38,149.49,149.32,149.36,28019.832193699986,149.49,149.58,149.49,149.49,16205.897436999998
2019-01-04 20:02:00 +0800 +08,149.3,149.44,149.2,149.29,34630.272947100006,149.49,149.51,149.49,149.49,18824.051316
2019-01-04 20:03:00 +0800 +08,149.28,149.64,149.2,149.64,32869.887879300004,149.49,149.69,149.35,149.69,20163.865909
2019-01-04 20:04:00 +0800 +08,149.65,149.91,149.26,149.75,29467.707192800008,149.7,149.81,149.55,149.81,28109.62647900001
2019-01-04 20:05:00 +0800 +08,149.75,149.83,149.59,149.69,20438.5670605,149.86,149.92,149.56,149.63,15143.626824
2019-01-04 20:06:00 +0800 +08,149.7,149.79,149.61,149.74,26628.34314690001,149.75,149.83,149.69,149.77,15116.217813000001
2019-01-04 20:07:00 +0800 +08,149.74,150.2,149.71,150.14,40472.1181172,149.8,150.13,149.76,150.06,29714.981803000002
2019-01-04 20:08:00 +0800 +08,150.15,150.36,150.01,150.02,43261.17949289999,150.13,150.37,150.08,150.12,19778.577015000003
2019-01-04 20:09:00 +0800 +08,150.01,150.14,149.88,149.94,23286.4510949,150.06,150.16,150.04,150.04,18823.021045
2019-01-04 20:10:00 +0800 +08,149.93,150.01,149.73,149.77,28842.002986300005,149.99,150.1,149.9,149.94,27981.073361000002
2019-01-04 20:11:00 +0800 +08,149.75,149.85,149.49,149.76,146051.6513412,150.02,150.02,149.7,149.87,22144.885519
2019-01-04 20:12:00 +0800 +08,149.74,149.89,149.63,149.81,24893.942619799996,149.96,150.05,149.87,149.91,23635.502095
2019-01-04 20:13:00 +0800 +08,149.83,149.83,149.71,149.75,10795.423080700004,149.91,149.97,149.85,149.92,16345.542231000001
2019-01-04 20:14:00 +0800 +08,149.73,149.86,148.79,149.16,25791.968944500004,149.93,149.98,149.33,149.33,26859.644787999994
2019-01-04 20:15:00 +0800 +08,149.34,149.45,148.68,149.34,30499.481446800008,149.36,149.53,149.31,149.44,38284.219339
2019-01-04 20:16:00 +0800 +08,149.3,149.63,149.2,149.57,27308.6431584,149.41,149.74,149.38,149.74,27924.530363999995
2019-01-04 20:17:00 +0800 +08,149.6,149.74,149.27,149.32,38152.7191368,149.74,149.78,149.46,149.49,30590.876237
2019-01-04 20:18:00 +0800 +08,149.36,149.55,148.91,149.12,33498.855138900006,149.6,149.6,149.37,149.37,20504.915710999998
2019-01-04 20:19:00 +0800 +08,148.98,149.09,148.79,148.92,43275.3378933,149.41,149.41,149.06,149.12,38022.638186000004
2019-01-04 20:20:00 +0800 +08,148.95,149.38,148.95,149.38,22899.322865899998,149.12,149.47,149.12,149.47,21074.009275999997
2019-01-04 20:21:00 +0800 +08,149.42,149.46,149.25,149.3,19262.147738500007,149.42,149.49,149.38,149.44,17061.696752999997
2019-01-04 20:22:00 +0800 +08,149.33,149.33,149.01,149.06,28474.237398499994,149.44,149.44,149.25,149.36,36003.972503
2019-01-04 20:23:00 +0800 +08,149.07,149.12,148.95,149.06,20659.832290900005,149.28,149.36,149.27,149.31,13844.515066
2019-01-04 20:24:00 +0800 +08,149,149.13,149,149.13,23253.027184100003,149.34,149.34,148.89,149.26,25219.443038999998
2019-01-04 20:25:00 +0800 +08,149.14,149.38,149.11,149.35,25404.614655199995,149.32,149.66,149.32,149.54,25210.076235999997
2019-01-04 20:26:00 +0800 +08,149.35,149.49,149.32,149.44,26579.849863700012,149.55,149.66,149.52,149.63,18025.07263
2019-01-04 20:27:00 +0800 +08,149.47,149.49,149.03,149.17,16797.755739900003,149.66,149.66,149.29,149.38,22402.553176999998
2019-01-04 20:28:00 +0800 +08,149.17,149.32,149.17,149.28,35544.54642509999,149.38,149.52,149.38,149.52,16123.284838000001
2019-01-04 20:29:00 +0800 +08,149.27,149.37,149.26,149.36,38117.3671345,149.52,149.55,149.45,149.53,22939.233454999994
2019-01-04 20:30:00 +0800 +08,149.35,149.75,149.35,149.73,27496.512068699998,149.55,149.85,149.49,149.66,31811.121819000004
2019-01-04 20:31:00 +0800 +08,149.64,150,149.63,149.9,25764.3993678,149.74,149.97,149.74,149.96,31070.804355999997
2019-01-04 20:32:00 +0800 +08,149.87,150,149.8,149.85,38189.0063849,149.85,149.95,149.8,149.85,26769.651359999996
2019-01-04 20:33:00 +0800 +08,149.89,150.09,149.8,150.03,28712.817880799987,149.9,149.96,149.85,149.96,20844.116866
2019-01-04 20:34:00 +0800 +08,150.08,150.4,150.03,150.18,33642.603298300004,150,150.33,149.98,150.2,33285.184604
2019-01-04 20:35:00 +0800 +08,150.14,150.16,150,150.1,28495.30599710001,150.2,150.21,150.05,150.09,18634.871344
2019-01-04 20:36:00 +0800 +08,150.08,150.12,150.06,150.09,22047.7417704,150.04,150.18,150.02,150.18,13842.823225999999
2019-01-04 20:37:00 +0800 +08,150.07,150.2,150.07,150.11,26192.814932,150.03,150.23,150.03,150.07,11861.930292999998
2019-01-04 20:38:00 +0800 +08,150.15,150.27,150.11,150.19,27452.113452800008,150.12,150.28,150.12,150.14,20308.872683999998
2019-01-04 20:39:00 +0800 +08,150.19,150.21,150.09,150.09,25962.3410401,150.2,150.2,150.17,150.2,8915.975859
2019-01-04 20:40:00 +0800 +08,150.11,150.14,150.02,150.02,17837.432221700004,150.12,150.18,150.06,150.06,25440.175679
2019-01-04 20:41:00 +0800 +08,150.06,150.07,149.83,149.83,27039.52976369999,150.07,150.07,149.98,149.98,11914.410544000002
2019-01-04 20:42:00 +0800 +08,149.89,149.93,149.64,149.77,26294.136278000013,149.95,150,149.81,150,20930.523614999995
2019-01-04 20:43:00 +0800 +08,149.77,149.8,149.5,149.53,46695.68824949999,149.88,149.94,149.69,149.69,27411.928789999998
2019-01-04 20:44:00 +0800 +08,149.54,149.78,149.51,149.72,36021.9992211,149.69,149.91,149.69,149.81,13957.542784
2019-01-04 20:45:00 +0800 +08,149.78,149.92,149.72,149.91,12719.260615499998,149.93,150.09,149.88,150.07,17875.425800999998
2019-01-04 20:46:00 +0800 +08,149.91,150.08,149.91,149.97,13244.032761300004,150.07,150.18,150.02,150.12,17212.562812999997
2019-01-04 20:47:00 +0800 +08,149.97,150,149.94,149.96,15810.842578999998,150.09,150.13,150.06,150.06,12861.785409999999
2019-01-04 20:48:00 +0800 +08,149.95,150.04,149.95,150.01,7931.720892600001,150.06,150.13,150.06,150.09,7126.453915999999
2019-01-04 20:49:00 +0800 +08,150.01,150.08,149.97,150.08,27932.8387354,150.1,150.29,150.08,150.25,6197.017874000001
2019-01-04 20:50:00 +0800 +08,150.04,150.08,149.97,149.98,11971.0617195,150.2,150.25,150.11,150.11,12941.090960000001
2019-01-04 20:51:00 +0800 +08,149.98,149.98,149.71,149.79,28673.6545439,150.19,150.19,149.87,149.93,9585.215076
2019-01-04 20:52:00 +0800 +08,149.81,149.84,149.71,149.79,43059.76694920003,149.91,149.95,149.84,149.89,10327.152283000001
2019-01-04 20:53:00 +0800 +08,149.77,149.91,149.77,149.89,17537.4308237,149.88,150.04,149.88,149.99,13610.977113999996
2019-01-04 20:54:00 +0800 +08,149.88,149.89,149.8,149.88,12622.425130800002,149.93,150.01,149.92,149.94,9955.285289
2019-01-04 20:55:00 +0800 +08,149.84,149.95,149.84,149.93,19890.605400099997,149.94,150,149.93,150,6649.940208000001
